TIME_AT_CENTER_OF_HOUR_yyyy-mm-ddThh:mm:ss.sssZ,3-H_KP*10_,1-H_DST_nT,SOLAR_LYMAN-ALPHA_W/m^2
1998-01-21T05:30:00.000Z,30,1,0.00701700
1998-01-21T06:30:00.000Z,37,-9,0.00701700
1998-01-21T07:30:00.000Z,37,-10,0.00701700
1998-01-21T08:30:00.000Z,37,-11,0.00701700
1998-01-21T09:30:00.000Z,10,-6,0.00701700
1998-01-21T10:30:00.000Z,10,-7,0.00701700
1998-01-21T11:30:00.000Z,10,-6,0.00701700
1998-01-21T12:30:00.000Z,7,-6,0.00701700
1998-01-21T13:30:00.000Z,7,-5,0.00701700
1998-01-21T14:30:00.000Z,7,-6,0.00701700
1998-01-21T15:30:00.000Z,7,-4,0.00701700
1998-01-21T16:30:00.000Z,7,-4,0.00701700
1998-01-21T17:30:00.000Z,7,-5,0.00701700
1998-01-21T18:30:00.000Z,3,-3,0.00701700
1998-01-21T19:30:00.000Z,3,-2,0.00701700
1998-01-21T20:30:00.000Z,3,0,0.00701700
1998-01-21T21:30:00.000Z,7,-2,0.00701700
1998-01-21T22:30:00.000Z,7,-3,0.00701700
1998-01-21T23:30:00.000Z,7,1,0.00701700
1998-01-22T00:30:00.000Z,10,-1,0.00705700
1998-01-22T01:30:00.000Z,10,-1,0.00705700
1998-01-22T02:30:00.000Z,10,0,0.00705700
1998-01-22T03:30:00.000Z,0,0,0.00705700
1998-01-22T04:30:00.000Z,0,1,0.00705700
1998-01-22T05:30:00.000Z,0,7,0.00705700
1998-01-22T06:30:00.000Z,0,10,0.00705700
1998-01-22T07:30:00.000Z,0,10,0.00705700
1998-01-22T08:30:00.000Z,0,11,0.00705700
1998-01-22T09:30:00.000Z,3,10,0.00705700
1998-01-22T10:30:00.000Z,3,9,0.00705700
1998-01-22T11:30:00.000Z,3,12,0.00705700
1998-01-22T12:30:00.000Z,10,9,0.00705700
1998-01-22T13:30:00.000Z,10,3,0.00705700
1998-01-22T14:30:00.000Z,10,0,0.00705700
1998-01-22T15:30:00.000Z,10,-1,0.00705700
1998-01-22T16:30:00.000Z,10,-3,0.00705700
1998-01-22T17:30:00.000Z,10,-6,0.00705700
1998-01-22T18:30:00.000Z,17,-4,0.00705700
1998-01-22T19:30:00.000Z,17,-2,0.00705700
1998-01-22T20:30:00.000Z,17,-4,0.00705700
1998-01-22T21:30:00.000Z,27,0,0.00705700
1998-01-22T22:30:00.000Z,27,0,0.00705700
1998-01-22T23:30:00.000Z,27,-2,0.00705700
1998-01-23T00:30:00.000Z,10,-3,0.00703700
1998-01-23T01:30:00.000Z,10,-7,0.00703700
1998-01-23T02:30:00.000Z,10,-6,0.00703700
1998-01-23T03:30:00.000Z,10,-5,0.00703700
1998-01-23T04:30:00.000Z,10,-5,0.00703700
1998-01-23T05:30:00.000Z,10,-4,0.00703700
1998-01-23T06:30:00.000Z,10,-5,0.00703700
1998-01-23T07:30:00.000Z,10,-7,0.00703700
1998-01-23T08:30:00.000Z,10,-5,0.00703700
1998-01-23T09:30:00.000Z,10,-2,0.00703700
1998-01-23T10:30:00.000Z,10,1,0.00703700
1998-01-23T11:30:00.000Z,10,0,0.00703700
1998-01-23T12:30:00.000Z,10,0,0.00703700
1998-01-23T13:30:00.000Z,10,-2,0.00703700
1998-01-23T14:30:00.000Z,10,-3,0.00703700
1998-01-23T15:30:00.000Z,3,-4,0.00703700
1998-01-23T16:30:00.000Z,3,-4,0.00703700
1998-01-23T17:30:00.000Z,3,-3,0.00703700
1998-01-23T18:30:00.000Z,3,-2,0.00703700
1998-01-23T19:30:00.000Z,3,-3,0.00703700
1998-01-23T20:30:00.000Z,3,-2,0.00703700
1998-01-23T21:30:00.000Z,10,1,0.00703700
1998-01-23T22:30:00.000Z,10,0,0.00703700
1998-01-23T23:30:00.000Z,10,0,0.00703700
1998-01-24T00:30:00.000Z,7,1,0.00716200
1998-01-24T01:30:00.000Z,7,1,0.00716200
1998-01-24T02:30:00.000Z,7,0,0.00716200
1998-01-24T03:30:00.000Z,23,0,0.00716200
1998-01-24T04:30:00.000Z,23,1,0.00716200
1998-01-24T05:30:00.000Z,23,6,0.00716200
1998-01-24T06:30:00.000Z,23,13,0.00716200
1998-01-24T07:30:00.000Z,23,12,0.00716200
1998-01-24T08:30:00.000Z,23,14,0.00716200
1998-01-24T09:30:00.000Z,13,12,0.00716200
1998-01-24T10:30:00.000Z,13,10,0.00716200
1998-01-24T11:30:00.000Z,13,4,0.00716200
1998-01-24T12:30:00.000Z,13,3,0.00716200
1998-01-24T13:30:00.000Z,13,6,0.00716200
1998-01-24T14:30:00.000Z,13,8,0.00716200
1998-01-24T15:30:00.000Z,3,11,0.00716200
1998-01-24T16:30:00.000Z,3,9,0.00716200
1998-01-24T17:30:00.000Z,3,5,0.00716200
1998-01-24T18:30:00.000Z,17,2,0.00716200
1998-01-24T19:30:00.000Z,17,5,0.00716200
1998-01-24T20:30:00.000Z,17,1,0.00716200
1998-01-24T21:30:00.000Z,27,5,0.00716200
1998-01-24T22:30:00.000Z,27,7,0.00716200
1998-01-24T23:30:00.000Z,27,7,0.00716200
1998-01-25T00:30:00.000Z,20,8,0.00725100
1998-01-25T01:30:00.000Z,20,7,0.00725100
1998-01-25T02:30:00.000Z,20,11,0.00725100
1998-01-25T03:30:00.000Z,40,0,0.00725100
1998-01-25T04:30:00.000Z,40,-5,0.00725100
1998-01-25T05:30:00.000Z,40,-3,0.00725100
1998-01-25T06:30:00.000Z,10,-2,0.00725100
1998-01-25T07:30:00.000Z,10,-2,0.00725100
1998-01-25T08:30:00.000Z,10,-1,0.00725100
1998-01-25T09:30:00.000Z,7,2,0.00725100
1998-01-25T10:30:00.000Z,7,3,0.00725100
1998-01-25T11:30:00.000Z,7,1,0.00725100
1998-01-25T12:30:00.000Z,20,-4,0.00725100
1998-01-25T13:30:00.000Z,20,-3,0.00725100
1998-01-25T14:30:00.000Z,20,-5,0.00725100
1998-01-25T15:30:00.000Z,37,-10,0.00725100
1998-01-25T16:30:00.000Z,37,-13,0.00725100
1998-01-25T17:30:00.000Z,37,-21,0.00725100
1998-01-25T18:30:00.000Z,30,-15,0.00725100
1998-01-25T19:30:00.000Z,30,-11,0.00725100
1998-01-25T20:30:00.000Z,30,-5,0.00725100
1998-01-25T21:30:00.000Z,7,-1,0.00725100
1998-01-25T22:30:00.000Z,7,-2,0.00725100
1998-01-25T23:30:00.000Z,7,-4,0.00725100
1998-01-26T00:30:00.000Z,3,-6,0.00735000
1998-01-26T01:30:00.000Z,3,-6,0.00735000
1998-01-26T02:30:00.000Z,3,-6,0.00735000
1998-01-26T03:30:00.000Z,0,-9,0.00735000
1998-01-26T04:30:00.000Z,0,-11,0.00735000
1998-01-26T05:30:00.000Z,0,-12,0.00735000
1998-01-26T06:30:00.000Z,10,-11,0.00735000
1998-01-26T07:30:00.000Z,10,-3,0.00735000
1998-01-26T08:30:00.000Z,10,0,0.00735000
1998-01-26T09:30:00.000Z,7,3,0.00735000
1998-01-26T10:30:00.000Z,7,1,0.00735000
1998-01-26T11:30:00.000Z,7,-1,0.00735000
1998-01-26T12:30:00.000Z,10,-4,0.00735000
1998-01-26T13:30:00.000Z,10,-3,0.00735000
1998-01-26T14:30:00.000Z,10,-4,0.00735000
1998-01-26T15:30:00.000Z,10,-3,0.00735000
1998-01-26T16:30:00.000Z,10,-1,0.00735000
1998-01-26T17:30:00.000Z,10,-2,0.00735000
1998-01-26T18:30:00.000Z,10,0,0.00735000
1998-01-26T19:30:00.000Z,10,-2,0.00735000
1998-01-26T20:30:00.000Z,10,-3,0.00735000
1998-01-26T21:30:00.000Z,7,0,0.00735000
1998-01-26T22:30:00.000Z,7,0,0.00735000
1998-01-26T23:30:00.000Z,7,1,0.00735000
1998-01-27T00:30:00.000Z,20,3,0.00731400
1998-01-27T01:30:00.000Z,20,2,0.00731400
1998-01-27T02:30:00.000Z,20,2,0.00731400
1998-01-27T03:30:00.000Z,20,10,0.00731400
1998-01-27T04:30:00.000Z,20,11,0.00731400
1998-01-27T05:30:00.000Z,20,5,0.00731400
1998-01-27T06:30:00.000Z,23,0,0.00731400
1998-01-27T07:30:00.000Z,23,1,0.00731400
1998-01-27T08:30:00.000Z,23,-11,0.00731400
1998-01-27T09:30:00.000Z,27,-19,0.00731400
1998-01-27T10:30:00.000Z,27,-17,0.00731400
1998-01-27T11:30:00.000Z,27,-11,0.00731400
1998-01-27T12:30:00.000Z,17,-8,0.00731400
1998-01-27T13:30:00.000Z,17,-15,0.00731400
1998-01-27T14:30:00.000Z,17,-17,0.00731400
1998-01-27T15:30:00.000Z,13,-16,0.00731400
1998-01-27T16:30:00.000Z,13,-14,0.00731400
1998-01-27T17:30:00.000Z,13,-17,0.00731400
1998-01-27T18:30:00.000Z,17,-16,0.00731400
1998-01-27T19:30:00.000Z,17,-14,0.00731400
1998-01-27T20:30:00.000Z,17,-10,0.00731400
1998-01-27T21:30:00.000Z,7,-7,0.00731400
1998-01-27T22:30:00.000Z,7,-2,0.00731400
1998-01-27T23:30:00.000Z,7,1,0.00731400
1998-01-28T00:30:00.000Z,0,4,0.00725900
1998-01-28T01:30:00.000Z,0,4,0.00725900
1998-01-28T02:30:00.000Z,0,4,0.00725900
1998-01-28T03:30:00.000Z,0,2,0.00725900
1998-01-28T04:30:00.000Z,0,0,0.00725900
1998-01-28T05:30:00.000Z,0,-2,0.00725900
1998-01-28T06:30:00.000Z,3,-5,0.00725900
1998-01-28T07:30:00.000Z,3,-5,0.00725900
1998-01-28T08:30:00.000Z,3,-2,0.00725900
1998-01-28T09:30:00.000Z,0,0,0.00725900
1998-01-28T10:30:00.000Z,0,-1,0.00725900
1998-01-28T11:30:00.000Z,0,0,0.00725900
1998-01-28T12:30:00.000Z,3,4,0.00725900
1998-01-28T13:30:00.000Z,3,6,0.00725900
1998-01-28T14:30:00.000Z,3,4,0.00725900
1998-01-28T15:30:00.000Z,10,6,0.00725900
1998-01-28T16:30:00.000Z,10,12,0.00725900
1998-01-28T17:30:00.000Z,10,11,0.00725900
1998-01-28T18:30:00.000Z,13,10,0.00725900
1998-01-28T19:30:00.000Z,13,12,0.00725900
1998-01-28T20:30:00.000Z,13,10,0.00725900
1998-01-28T21:30:00.000Z,10,11,0.00725900
1998-01-28T22:30:00.000Z,10,13,0.00725900
1998-01-28T23:30:00.000Z,10,14,0.00725900
1998-01-29T00:30:00.000Z,13,14,0.00710900
1998-01-29T01:30:00.000Z,13,13,0.00710900
1998-01-29T02:30:00.000Z,13,11,0.00710900
1998-01-29T03:30:00.000Z,20,6,0.00710900
1998-01-29T04:30:00.000Z,20,0,0.00710900
1998-01-29T05:30:00.000Z,20,2,0.00710900
1998-01-29T06:30:00.000Z,13,0,0.00710900
1998-01-29T07:30:00.000Z,13,-4,0.00710900
1998-01-29T08:30:00.000Z,13,-5,0.00710900
1998-01-29T09:30:00.000Z,10,-2,0.00710900
1998-01-29T10:30:00.000Z,10,0,0.00710900
1998-01-29T11:30:00.000Z,10,4,0.00710900
1998-01-29T12:30:00.000Z,23,3,0.00710900
1998-01-29T13:30:00.000Z,23,-1,0.00710900
1998-01-29T14:30:00.000Z,23,-8,0.00710900
1998-01-29T15:30:00.000Z,23,-7,0.00710900
1998-01-29T16:30:00.000Z,23,-2,0.00710900
1998-01-29T17:30:00.000Z,23,1,0.00710900
1998-01-29T18:30:00.000Z,13,2,0.00710900
1998-01-29T19:30:00.000Z,13,2,0.00710900
1998-01-29T20:30:00.000Z,13,3,0.00710900
1998-01-29T21:30:00.000Z,37,4,0.00710900
1998-01-29T22:30:00.000Z,37,-4,0.00710900
1998-01-29T23:30:00.000Z,37,-9,0.00710900
1998-01-30T00:30:00.000Z,40,-13,0.00699200
1998-01-30T01:30:00.000Z,40,-16,0.00699200
1998-01-30T02:30:00.000Z,40,-24,0.00699200
1998-01-30T03:30:00.000Z,43,-31,0.00699200
1998-01-30T04:30:00.000Z,43,-34,0.00699200
1998-01-30T05:30:00.000Z,43,-38,0.00699200
1998-01-30T06:30:00.000Z,40,-42,0.00699200
1998-01-30T07:30:00.000Z,40,-43,0.00699200
1998-01-30T08:30:00.000Z,40,-43,0.00699200
1998-01-30T09:30:00.000Z,30,-44,0.00699200
1998-01-30T10:30:00.000Z,30,-49,0.00699200
1998-01-30T11:30:00.000Z,30,-55,0.00699200
1998-01-30T12:30:00.000Z,37,-55,0.00699200
1998-01-30T13:30:00.000Z,37,-49,0.00699200
1998-01-30T14:30:00.000Z,37,-41,0.00699200
1998-01-30T15:30:00.000Z,33,-39,0.00699200
1998-01-30T16:30:00.000Z,33,-35,0.00699200
1998-01-30T17:30:00.000Z,33,-37,0.00699200
1998-01-30T18:30:00.000Z,20,-38,0.00699200
1998-01-30T19:30:00.000Z,20,-37,0.00699200
1998-01-30T20:30:00.000Z,20,-34,0.00699200
1998-01-30T21:30:00.000Z,17,-36,0.00699200
1998-01-30T22:30:00.000Z,17,-33,0.00699200
1998-01-30T23:30:00.000Z,17,-31,0.00699200
1998-01-31T00:30:00.000Z,20,-26,0.00682100
1998-01-31T01:30:00.000Z,20,-24,0.00682100
1998-01-31T02:30:00.000Z,20,-22,0.00682100
1998-01-31T03:30:00.000Z,17,-20,0.00682100
1998-01-31T04:30:00.000Z,17,-19,0.00682100
1998-01-31T05:30:00.000Z,17,-20,0.00682100
1998-01-31T06:30:00.000Z,17,-21,0.00682100
1998-01-31T07:30:00.000Z,17,-20,0.00682100
1998-01-31T08:30:00.000Z,17,-22,0.00682100
1998-01-31T09:30:00.000Z,10,-22,0.00682100
1998-01-31T10:30:00.000Z,10,-22,0.00682100
1998-01-31T11:30:00.000Z,10,-22,0.00682100
1998-01-31T12:30:00.000Z,7,-22,0.00682100
1998-01-31T13:30:00.000Z,7,-20,0.00682100
1998-01-31T14:30:00.000Z,7,-18,0.00682100
1998-01-31T15:30:00.000Z,30,-15,0.00682100
1998-01-31T16:30:00.000Z,30,-8,0.00682100
1998-01-31T17:30:00.000Z,30,-6,0.00682100
1998-01-31T18:30:00.000Z,43,-17,0.00682100
1998-01-31T19:30:00.000Z,43,-26,0.00682100
1998-01-31T20:30:00.000Z,43,-25,0.00682100
1998-01-31T21:30:00.000Z,37,-16,0.00682100
1998-01-31T22:30:00.000Z,37,-17,0.00682100
1998-01-31T23:30:00.000Z,37,-15,0.00682100
1998-02-01T00:30:00.000Z,20,-15,0.00685100
1998-02-01T01:30:00.000Z,20,-9,0.00685100
1998-02-01T02:30:00.000Z,20,-7,0.00685100
1998-02-01T03:30:00.000Z,27,-10,0.00685100
1998-02-01T04:30:00.000Z,27,-7,0.00685100
1998-02-01T05:30:00.000Z,27,-3,0.00685100
1998-02-01T06:30:00.000Z,27,-3,0.00685100
1998-02-01T07:30:00.000Z,27,-4,0.00685100
1998-02-01T08:30:00.000Z,27,-14,0.00685100
1998-02-01T09:30:00.000Z,30,-16,0.00685100
1998-02-01T10:30:00.000Z,30,-8,0.00685100
1998-02-01T11:30:00.000Z,30,-5,0.00685100
1998-02-01T12:30:00.000Z,7,-5,0.00685100
1998-02-01T13:30:00.000Z,7,-8,0.00685100
1998-02-01T14:30:00.000Z,7,-12,0.00685100
1998-02-01T15:30:00.000Z,3,-12,0.00685100
1998-02-01T16:30:00.000Z,3,-10,0.00685100
1998-02-01T17:30:00.000Z,3,-9,0.00685100
1998-02-01T18:30:00.000Z,20,-4,0.00685100
1998-02-01T19:30:00.000Z,20,-4,0.00685100
1998-02-01T20:30:00.000Z,20,-6,0.00685100
1998-02-01T21:30:00.000Z,27,-6,0.00685100
1998-02-01T22:30:00.000Z,27,-8,0.00685100
1998-02-01T23:30:00.000Z,27,-7,0.00685100
1998-02-02T00:30:00.000Z,10,-6,0.00679300
1998-02-02T01:30:00.000Z,10,-6,0.00679300
1998-02-02T02:30:00.000Z,10,-6,0.00679300
1998-02-02T03:30:00.000Z,13,-3,0.00679300
1998-02-02T04:30:00.000Z,13,-4,0.00679300
1998-02-02T05:30:00.000Z,13,-4,0.00679300
1998-02-02T06:30:00.000Z,10,-1,0.00679300
1998-02-02T07:30:00.000Z,10,2,0.00679300
1998-02-02T08:30:00.000Z,10,1,0.00679300
1998-02-02T09:30:00.000Z,10,-2,0.00679300
1998-02-02T10:30:00.000Z,10,-1,0.00679300
1998-02-02T11:30:00.000Z,10,-3,0.00679300
1998-02-02T12:30:00.000Z,3,-6,0.00679300
1998-02-02T13:30:00.000Z,3,-9,0.00679300
1998-02-02T14:30:00.000Z,3,-9,0.00679300
1998-02-02T15:30:00.000Z,0,-7,0.00679300
1998-02-02T16:30:00.000Z,0,-6,0.00679300
1998-02-02T17:30:00.000Z,0,-6,0.00679300
1998-02-02T18:30:00.000Z,0,-6,0.00679300
1998-02-02T19:30:00.000Z,0,-6,0.00679300
1998-02-02T20:30:00.000Z,0,-8,0.00679300
1998-02-02T21:30:00.000Z,7,-11,0.00679300
1998-02-02T22:30:00.000Z,7,-8,0.00679300
1998-02-02T23:30:00.000Z,7,-10,0.00679300
1998-02-03T00:30:00.000Z,0,-10,0.00679900
1998-02-03T01:30:00.000Z,0,-10,0.00679900
1998-02-03T02:30:00.000Z,0,-8,0.00679900
1998-02-03T03:30:00.000Z,0,-7,0.00679900
1998-02-03T04:30:00.000Z,0,-5,0.00679900
1998-02-03T05:30:00.000Z,0,-5,0.00679900
1998-02-03T06:30:00.000Z,0,-4,0.00679900
1998-02-03T07:30:00.000Z,0,-4,0.00679900
1998-02-03T08:30:00.000Z,0,-4,0.00679900
1998-02-03T09:30:00.000Z,0,-3,0.00679900
1998-02-03T10:30:00.000Z,0,-5,0.00679900
1998-02-03T11:30:00.000Z,0,-8,0.00679900
1998-02-03T12:30:00.000Z,17,-10,0.00679900
1998-02-03T13:30:00.000Z,17,-8,0.00679900
1998-02-03T14:30:00.000Z,17,-6,0.00679900
1998-02-03T15:30:00.000Z,20,-8,0.00679900
1998-02-03T16:30:00.000Z,20,-11,0.00679900
1998-02-03T17:30:00.000Z,20,-13,0.00679900
1998-02-03T18:30:00.000Z,10,-9,0.00679900
1998-02-03T19:30:00.000Z,10,-6,0.00679900
1998-02-03T20:30:00.000Z,10,-11,0.00679900
1998-02-03T21:30:00.000Z,13,-16,0.00679900
1998-02-03T22:30:00.000Z,13,-17,0.00679900
1998-02-03T23:30:00.000Z,13,-16,0.00679900
1998-02-04T00:30:00.000Z,33,-21,0.00679400
1998-02-04T01:30:00.000Z,33,-29,0.00679400
1998-02-04T02:30:00.000Z,33,-28,0.00679400
1998-02-04T03:30:00.000Z,30,-15,0.00679400
1998-02-04T04:30:00.000Z,30,-10,0.00679400
1998-02-04T05:30:00.000Z,30,-13,0.00679400
1998-02-04T06:30:00.000Z,23,-23,0.00679400
1998-02-04T07:30:00.000Z,23,-25,0.00679400
1998-02-04T08:30:00.000Z,23,-27,0.00679400
1998-02-04T09:30:00.000Z,20,-28,0.00679400
1998-02-04T10:30:00.000Z,20,-27,0.00679400
1998-02-04T11:30:00.000Z,20,-26,0.00679400
1998-02-04T12:30:00.000Z,20,-27,0.00679400
1998-02-04T13:30:00.000Z,20,-34,0.00679400
1998-02-04T14:30:00.000Z,20,-31,0.00679400
1998-02-04T15:30:00.000Z,17,-26,0.00679400
1998-02-04T16:30:00.000Z,17,-24,0.00679400
1998-02-04T17:30:00.000Z,17,-20,0.00679400
1998-02-04T18:30:00.000Z,7,-19,0.00679400
1998-02-04T19:30:00.000Z,7,-19,0.00679400
1998-02-04T20:30:00.000Z,7,-17,0.00679400
1998-02-04T21:30:00.000Z,0,-15,0.00679400
1998-02-04T22:30:00.000Z,0,-12,0.00679400
1998-02-04T23:30:00.000Z,0,-9,0.00679400
1998-02-05T00:30:00.000Z,0,-8,0.00673100
1998-02-05T01:30:00.000Z,0,-9,0.00673100
1998-02-05T02:30:00.000Z,0,-7,0.00673100
1998-02-05T03:30:00.000Z,13,-3,0.00673100
1998-02-05T04:30:00.000Z,13,4,0.00673100
1998-02-05T05:30:00.000Z,13,9,0.00673100
1998-02-05T06:30:00.000Z,0,6,0.00673100
1998-02-05T07:30:00.000Z,0,7,0.00673100
1998-02-05T08:30:00.000Z,0,11,0.00673100
1998-02-05T09:30:00.000Z,7,14,0.00673100
1998-02-05T10:30:00.000Z,7,16,0.00673100
1998-02-05T11:30:00.000Z,7,17,0.00673100
1998-02-05T12:30:00.000Z,13,17,0.00673100
1998-02-05T13:30:00.000Z,13,19,0.00673100
1998-02-05T14:30:00.000Z,13,21,0.00673100
1998-02-05T15:30:00.000Z,10,24,0.00673100
1998-02-05T16:30:00.000Z,10,20,0.00673100
1998-02-05T17:30:00.000Z,10,22,0.00673100
1998-02-05T18:30:00.000Z,7,22,0.00673100
1998-02-05T19:30:00.000Z,7,20,0.00673100
1998-02-05T20:30:00.000Z,7,16,0.00673100
1998-02-05T21:30:00.000Z,10,12,0.00673100
1998-02-05T22:30:00.000Z,10,7,0.00673100
1998-02-05T23:30:00.000Z,10,5,0.00673100
1998-02-06T00:30:00.000Z,10,-1,0.00682700
1998-02-06T01:30:00.000Z,10,-1,0.00682700
1998-02-06T02:30:00.000Z,10,-2,0.00682700
1998-02-06T03:30:00.000Z,7,-2,0.00682700
1998-02-06T04:30:00.000Z,7,-2,0.00682700
1998-02-06T05:30:00.000Z,7,-1,0.00682700
1998-02-06T06:30:00.000Z,7,-2,0.00682700
1998-02-06T07:30:00.000Z,7,0,0.00682700
1998-02-06T08:30:00.000Z,7,2,0.00682700
1998-02-06T09:30:00.000Z,3,5,0.00682700
1998-02-06T10:30:00.000Z,3,7,0.00682700
1998-02-06T11:30:00.000Z,3,5,0.00682700
1998-02-06T12:30:00.000Z,3,3,0.00682700
1998-02-06T13:30:00.000Z,3,3,0.00682700
1998-02-06T14:30:00.000Z,3,3,0.00682700
1998-02-06T15:30:00.000Z,10,2,0.00682700
1998-02-06T16:30:00.000Z,10,4,0.00682700
1998-02-06T17:30:00.000Z,10,5,0.00682700
1998-02-06T18:30:00.000Z,7,7,0.00682700
1998-02-06T19:30:00.000Z,7,9,0.00682700
1998-02-06T20:30:00.000Z,7,10,0.00682700
1998-02-06T21:30:00.000Z,0,11,0.00682700
1998-02-06T22:30:00.000Z,0,9,0.00682700
1998-02-06T23:30:00.000Z,0,8,0.00682700
1998-02-07T00:30:00.000Z,0,9,0.00687700
1998-02-07T01:30:00.000Z,0,10,0.00687700
1998-02-07T02:30:00.000Z,0,10,0.00687700
1998-02-07T03:30:00.000Z,10,11,0.00687700
1998-02-07T04:30:00.000Z,10,7,0.00687700
1998-02-07T05:30:00.000Z,10,2,0.00687700
1998-02-07T06:30:00.000Z,7,3,0.00687700
1998-02-07T07:30:00.000Z,7,5,0.00687700
1998-02-07T08:30:00.000Z,7,6,0.00687700
1998-02-07T09:30:00.000Z,3,7,0.00687700
1998-02-07T10:30:00.000Z,3,8,0.00687700
1998-02-07T11:30:00.000Z,3,7,0.00687700
1998-02-07T12:30:00.000Z,3,8,0.00687700
1998-02-07T13:30:00.000Z,3,8,0.00687700
1998-02-07T14:30:00.000Z,3,12,0.00687700
1998-02-07T15:30:00.000Z,3,13,0.00687700
1998-02-07T16:30:00.000Z,3,13,0.00687700
1998-02-07T17:30:00.000Z,3,13,0.00687700
1998-02-07T18:30:00.000Z,10,15,0.00687700
1998-02-07T19:30:00.000Z,10,16,0.00687700
1998-02-07T20:30:00.000Z,10,13,0.00687700
1998-02-07T21:30:00.000Z,10,10,0.00687700
1998-02-07T22:30:00.000Z,10,8,0.00687700
1998-02-07T23:30:00.000Z,10,6,0.00687700
1998-02-08T00:30:00.000Z,7,4,0.00672200
1998-02-08T01:30:00.000Z,7,3,0.00672200
1998-02-08T02:30:00.000Z,7,3,0.00672200
1998-02-08T03:30:00.000Z,10,2,0.00672200
1998-02-08T04:30:00.000Z,10,1,0.00672200
1998-02-08T05:30:00.000Z,10,2,0.00672200
1998-02-08T06:30:00.000Z,3,0,0.00672200
1998-02-08T07:30:00.000Z,3,2,0.00672200
1998-02-08T08:30:00.000Z,3,2,0.00672200
1998-02-08T09:30:00.000Z,10,1,0.00672200
1998-02-08T10:30:00.000Z,10,2,0.00672200
1998-02-08T11:30:00.000Z,10,4,0.00672200
1998-02-08T12:30:00.000Z,13,7,0.00672200
1998-02-08T13:30:00.000Z,13,9,0.00672200
1998-02-08T14:30:00.000Z,13,10,0.00672200
1998-02-08T15:30:00.000Z,13,11,0.00672200
1998-02-08T16:30:00.000Z,13,11,0.00672200
1998-02-08T17:30:00.000Z,13,14,0.00672200
1998-02-08T18:30:00.000Z,33,10,0.00672200
1998-02-08T19:30:00.000Z,33,4,0.00672200
1998-02-08T20:30:00.000Z,33,-3,0.00672200
1998-02-08T21:30:00.000Z,40,-16,0.00672200
1998-02-08T22:30:00.000Z,40,-23,0.00672200
1998-02-08T23:30:00.000Z,40,-21,0.00672200
1998-02-09T00:30:00.000Z,40,-19,0.00673900
1998-02-09T01:30:00.000Z,40,-15,0.00673900
1998-02-09T02:30:00.000Z,40,-21,0.00673900
1998-02-09T03:30:00.000Z,30,-23,0.00673900
1998-02-09T04:30:00.000Z,30,-21,0.00673900
1998-02-09T05:30:00.000Z,30,-10,0.00673900
1998-02-09T06:30:00.000Z,17,-21,0.00673900
1998-02-09T07:30:00.000Z,17,-22,0.00673900
1998-02-09T08:30:00.000Z,17,-20,0.00673900
1998-02-09T09:30:00.000Z,23,-12,0.00673900
1998-02-09T10:30:00.000Z,23,1,0.00673900
1998-02-09T11:30:00.000Z,23,-8,0.00673900
1998-02-09T12:30:00.000Z,30,-13,0.00673900
1998-02-09T13:30:00.000Z,30,-22,0.00673900
1998-02-09T14:30:00.000Z,30,-22,0.00673900
1998-02-09T15:30:00.000Z,20,-22,0.00673900
1998-02-09T16:30:00.000Z,20,-22,0.00673900
1998-02-09T17:30:00.000Z,20,-18,0.00673900
1998-02-09T18:30:00.000Z,23,-12,0.00673900
1998-02-09T19:30:00.000Z,23,-12,0.00673900
1998-02-09T20:30:00.000Z,23,-15,0.00673900
1998-02-09T21:30:00.000Z,17,-14,0.00673900
1998-02-09T22:30:00.000Z,17,-10,0.00673900
1998-02-09T23:30:00.000Z,17,-5,0.00673900
1998-02-10T00:30:00.000Z,33,-5,0.00684700
1998-02-10T01:30:00.000Z,33,-10,0.00684700
1998-02-10T02:30:00.000Z,33,-12,0.00684700
1998-02-10T03:30:00.000Z,23,-10,0.00684700
1998-02-10T04:30:00.000Z,23,-8,0.00684700
1998-02-10T05:30:00.000Z,23,-7,0.00684700
1998-02-10T06:30:00.000Z,23,-12,0.00684700
1998-02-10T07:30:00.000Z,23,-20,0.00684700
1998-02-10T08:30:00.000Z,23,-21,0.00684700
1998-02-10T09:30:00.000Z,13,-20,0.00684700
1998-02-10T10:30:00.000Z,13,-14,0.00684700
1998-02-10T11:30:00.000Z,13,-11,0.00684700
1998-02-10T12:30:00.000Z,17,-12,0.00684700
1998-02-10T13:30:00.000Z,17,-12,0.00684700
1998-02-10T14:30:00.000Z,17,-12,0.00684700
1998-02-10T15:30:00.000Z,17,-10,0.00684700
1998-02-10T16:30:00.000Z,17,-8,0.00684700
1998-02-10T17:30:00.000Z,17,-5,0.00684700
1998-02-10T18:30:00.000Z,17,-3,0.00684700
1998-02-10T19:30:00.000Z,17,-3,0.00684700
1998-02-10T20:30:00.000Z,17,-4,0.00684700
1998-02-10T21:30:00.000Z,23,-6,0.00684700
1998-02-10T22:30:00.000Z,23,-8,0.00684700
1998-02-10T23:30:00.000Z,23,-11,0.00684700
1998-02-11T00:30:00.000Z,33,-9,0.00685700
1998-02-11T01:30:00.000Z,33,-13,0.00685700
1998-02-11T02:30:00.000Z,33,-10,0.00685700
1998-02-11T03:30:00.000Z,30,-11,0.00685700
