TIME_AT_CENTER_OF_HOUR_yyyy-mm-ddThh:mm:ss.sssZ,3-H_KP*10_,1-H_DST_nT,SOLAR_LYMAN-ALPHA_W/m^2
1998-03-03T23:30:00.000Z,7,-16,0.00668700
1998-03-04T00:30:00.000Z,20,-18,0.00666000
1998-03-04T01:30:00.000Z,20,-20,0.00666000
1998-03-04T02:30:00.000Z,20,-22,0.00666000
1998-03-04T03:30:00.000Z,20,-23,0.00666000
1998-03-04T04:30:00.000Z,20,-18,0.00666000
1998-03-04T05:30:00.000Z,20,-14,0.00666000
1998-03-04T06:30:00.000Z,10,-12,0.00666000
1998-03-04T07:30:00.000Z,10,-13,0.00666000
1998-03-04T08:30:00.000Z,10,-15,0.00666000
1998-03-04T09:30:00.000Z,13,-10,0.00666000
1998-03-04T10:30:00.000Z,13,-6,0.00666000
1998-03-04T11:30:00.000Z,13,-5,0.00666000
1998-03-04T12:30:00.000Z,27,-3,0.00666000
1998-03-04T13:30:00.000Z,27,-14,0.00666000
1998-03-04T14:30:00.000Z,27,-22,0.00666000
1998-03-04T15:30:00.000Z,40,-28,0.00666000
1998-03-04T16:30:00.000Z,40,-35,0.00666000
1998-03-04T17:30:00.000Z,40,-36,0.00666000
1998-03-04T18:30:00.000Z,23,-32,0.00666000
1998-03-04T19:30:00.000Z,23,-27,0.00666000
1998-03-04T20:30:00.000Z,23,-27,0.00666000
1998-03-04T21:30:00.000Z,20,-29,0.00666000
1998-03-04T22:30:00.000Z,20,-26,0.00666000
1998-03-04T23:30:00.000Z,20,-17,0.00666000
1998-03-05T00:30:00.000Z,27,-12,0.00665800
1998-03-05T01:30:00.000Z,27,-12,0.00665800
1998-03-05T02:30:00.000Z,27,-14,0.00665800
1998-03-05T03:30:00.000Z,17,-12,0.00665800
1998-03-05T04:30:00.000Z,17,-9,0.00665800
1998-03-05T05:30:00.000Z,17,-9,0.00665800
1998-03-05T06:30:00.000Z,27,-10,0.00665800
1998-03-05T07:30:00.000Z,27,-8,0.00665800
1998-03-05T08:30:00.000Z,27,-6,0.00665800
1998-03-05T09:30:00.000Z,30,-5,0.00665800
1998-03-05T10:30:00.000Z,30,-1,0.00665800
1998-03-05T11:30:00.000Z,30,2,0.00665800
1998-03-05T12:30:00.000Z,7,3,0.00665800
1998-03-05T13:30:00.000Z,7,-2,0.00665800
1998-03-05T14:30:00.000Z,7,-7,0.00665800
1998-03-05T15:30:00.000Z,3,-8,0.00665800
1998-03-05T16:30:00.000Z,3,-8,0.00665800
1998-03-05T17:30:00.000Z,3,-7,0.00665800
1998-03-05T18:30:00.000Z,7,-6,0.00665800
1998-03-05T19:30:00.000Z,7,-6,0.00665800
1998-03-05T20:30:00.000Z,7,-2,0.00665800
1998-03-05T21:30:00.000Z,37,8,0.00665800
1998-03-05T22:30:00.000Z,37,24,0.00665800
1998-03-05T23:30:00.000Z,37,20,0.00665800
1998-03-06T00:30:00.000Z,33,22,0.00657200
1998-03-06T01:30:00.000Z,33,12,0.00657200
1998-03-06T02:30:00.000Z,33,9,0.00657200
1998-03-06T03:30:00.000Z,23,18,0.00657200
1998-03-06T04:30:00.000Z,23,7,0.00657200
1998-03-06T05:30:00.000Z,23,8,0.00657200
1998-03-06T06:30:00.000Z,17,7,0.00657200
1998-03-06T07:30:00.000Z,17,19,0.00657200
1998-03-06T08:30:00.000Z,17,21,0.00657200
1998-03-06T09:30:00.000Z,10,17,0.00657200
1998-03-06T10:30:00.000Z,10,12,0.00657200
1998-03-06T11:30:00.000Z,10,10,0.00657200
1998-03-06T12:30:00.000Z,23,7,0.00657200
1998-03-06T13:30:00.000Z,23,5,0.00657200
1998-03-06T14:30:00.000Z,23,1,0.00657200
1998-03-06T15:30:00.000Z,17,3,0.00657200
1998-03-06T16:30:00.000Z,17,5,0.00657200
1998-03-06T17:30:00.000Z,17,10,0.00657200
1998-03-06T18:30:00.000Z,7,9,0.00657200
1998-03-06T19:30:00.000Z,7,4,0.00657200
1998-03-06T20:30:00.000Z,7,4,0.00657200
1998-03-06T21:30:00.000Z,13,4,0.00657200
1998-03-06T22:30:00.000Z,13,5,0.00657200
1998-03-06T23:30:00.000Z,13,5,0.00657200
1998-03-07T00:30:00.000Z,17,8,0.00654500
1998-03-07T01:30:00.000Z,17,4,0.00654500
1998-03-07T02:30:00.000Z,17,-3,0.00654500
1998-03-07T03:30:00.000Z,17,-11,0.00654500
1998-03-07T04:30:00.000Z,17,-15,0.00654500
1998-03-07T05:30:00.000Z,17,-16,0.00654500
1998-03-07T06:30:00.000Z,13,-12,0.00654500
1998-03-07T07:30:00.000Z,13,-9,0.00654500
1998-03-07T08:30:00.000Z,13,-7,0.00654500
1998-03-07T09:30:00.000Z,13,-12,0.00654500
1998-03-07T10:30:00.000Z,13,-12,0.00654500
1998-03-07T11:30:00.000Z,13,-10,0.00654500
1998-03-07T12:30:00.000Z,7,-7,0.00654500
1998-03-07T13:30:00.000Z,7,-3,0.00654500
1998-03-07T14:30:00.000Z,7,-3,0.00654500
1998-03-07T15:30:00.000Z,0,-2,0.00654500
1998-03-07T16:30:00.000Z,0,-2,0.00654500
1998-03-07T17:30:00.000Z,0,-2,0.00654500
1998-03-07T18:30:00.000Z,0,0,0.00654500
1998-03-07T19:30:00.000Z,0,3,0.00654500
1998-03-07T20:30:00.000Z,0,5,0.00654500
1998-03-07T21:30:00.000Z,0,8,0.00654500
1998-03-07T22:30:00.000Z,0,9,0.00654500
1998-03-07T23:30:00.000Z,0,11,0.00654500
1998-03-08T00:30:00.000Z,7,15,0.00652900
1998-03-08T01:30:00.000Z,7,11,0.00652900
1998-03-08T02:30:00.000Z,7,10,0.00652900
1998-03-08T03:30:00.000Z,7,10,0.00652900
1998-03-08T04:30:00.000Z,7,10,0.00652900
1998-03-08T05:30:00.000Z,7,8,0.00652900
1998-03-08T06:30:00.000Z,0,7,0.00652900
1998-03-08T07:30:00.000Z,0,10,0.00652900
1998-03-08T08:30:00.000Z,0,12,0.00652900
1998-03-08T09:30:00.000Z,0,11,0.00652900
1998-03-08T10:30:00.000Z,0,9,0.00652900
1998-03-08T11:30:00.000Z,0,9,0.00652900
1998-03-08T12:30:00.000Z,3,9,0.00652900
1998-03-08T13:30:00.000Z,3,12,0.00652900
1998-03-08T14:30:00.000Z,3,12,0.00652900
1998-03-08T15:30:00.000Z,3,13,0.00652900
1998-03-08T16:30:00.000Z,3,15,0.00652900
1998-03-08T17:30:00.000Z,3,14,0.00652900
1998-03-08T18:30:00.000Z,3,12,0.00652900
1998-03-08T19:30:00.000Z,3,13,0.00652900
1998-03-08T20:30:00.000Z,3,12,0.00652900
1998-03-08T21:30:00.000Z,0,11,0.00652900
1998-03-08T22:30:00.000Z,0,12,0.00652900
1998-03-08T23:30:00.000Z,0,12,0.00652900
1998-03-09T00:30:00.000Z,0,11,0.00658500
1998-03-09T01:30:00.000Z,0,12,0.00658500
1998-03-09T02:30:00.000Z,0,14,0.00658500
1998-03-09T03:30:00.000Z,0,15,0.00658500
1998-03-09T04:30:00.000Z,0,15,0.00658500
1998-03-09T05:30:00.000Z,0,18,0.00658500
1998-03-09T06:30:00.000Z,13,19,0.00658500
1998-03-09T07:30:00.000Z,13,14,0.00658500
1998-03-09T08:30:00.000Z,13,11,0.00658500
1998-03-09T09:30:00.000Z,13,10,0.00658500
1998-03-09T10:30:00.000Z,13,10,0.00658500
1998-03-09T11:30:00.000Z,13,6,0.00658500
1998-03-09T12:30:00.000Z,7,5,0.00658500
1998-03-09T13:30:00.000Z,7,1,0.00658500
1998-03-09T14:30:00.000Z,7,-2,0.00658500
1998-03-09T15:30:00.000Z,0,-3,0.00658500
1998-03-09T16:30:00.000Z,0,-3,0.00658500
1998-03-09T17:30:00.000Z,0,-3,0.00658500
1998-03-09T18:30:00.000Z,0,-6,0.00658500
1998-03-09T19:30:00.000Z,0,-6,0.00658500
1998-03-09T20:30:00.000Z,0,-6,0.00658500
1998-03-09T21:30:00.000Z,3,-5,0.00658500
1998-03-09T22:30:00.000Z,3,-3,0.00658500
1998-03-09T23:30:00.000Z,3,-1,0.00658500
1998-03-10T00:30:00.000Z,10,4,0.00668700
1998-03-10T01:30:00.000Z,10,7,0.00668700
1998-03-10T02:30:00.000Z,10,11,0.00668700
1998-03-10T03:30:00.000Z,20,16,0.00668700
1998-03-10T04:30:00.000Z,20,15,0.00668700
1998-03-10T05:30:00.000Z,20,14,0.00668700
1998-03-10T06:30:00.000Z,37,7,0.00668700
1998-03-10T07:30:00.000Z,37,-7,0.00668700
1998-03-10T08:30:00.000Z,37,-14,0.00668700
1998-03-10T09:30:00.000Z,50,4,0.00668700
1998-03-10T10:30:00.000Z,50,15,0.00668700
1998-03-10T11:30:00.000Z,50,-2,0.00668700
1998-03-10T12:30:00.000Z,40,-5,0.00668700
1998-03-10T13:30:00.000Z,40,-6,0.00668700
1998-03-10T14:30:00.000Z,40,-10,0.00668700
1998-03-10T15:30:00.000Z,60,-20,0.00668700
1998-03-10T16:30:00.000Z,60,-53,0.00668700
1998-03-10T17:30:00.000Z,60,-92,0.00668700
1998-03-10T18:30:00.000Z,73,-106,0.00668700
1998-03-10T19:30:00.000Z,73,-107,0.00668700
1998-03-10T20:30:00.000Z,73,-116,0.00668700
1998-03-10T21:30:00.000Z,60,-115,0.00668700
1998-03-10T22:30:00.000Z,60,-114,0.00668700
1998-03-10T23:30:00.000Z,60,-114,0.00668700
1998-03-11T00:30:00.000Z,43,-107,0.00681000
1998-03-11T01:30:00.000Z,43,-99,0.00681000
1998-03-11T02:30:00.000Z,43,-89,0.00681000
1998-03-11T03:30:00.000Z,40,-86,0.00681000
1998-03-11T04:30:00.000Z,40,-85,0.00681000
1998-03-11T05:30:00.000Z,40,-85,0.00681000
1998-03-11T06:30:00.000Z,53,-76,0.00681000
1998-03-11T07:30:00.000Z,53,-66,0.00681000
1998-03-11T08:30:00.000Z,53,-67,0.00681000
1998-03-11T09:30:00.000Z,43,-60,0.00681000
1998-03-11T10:30:00.000Z,43,-61,0.00681000
1998-03-11T11:30:00.000Z,43,-60,0.00681000
1998-03-11T12:30:00.000Z,30,-58,0.00681000
1998-03-11T13:30:00.000Z,30,-56,0.00681000
1998-03-11T14:30:00.000Z,30,-60,0.00681000
1998-03-11T15:30:00.000Z,40,-61,0.00681000
1998-03-11T16:30:00.000Z,40,-60,0.00681000
1998-03-11T17:30:00.000Z,40,-56,0.00681000
1998-03-11T18:30:00.000Z,17,-54,0.00681000
1998-03-11T19:30:00.000Z,17,-49,0.00681000
1998-03-11T20:30:00.000Z,17,-50,0.00681000
1998-03-11T21:30:00.000Z,40,-50,0.00681000
1998-03-11T22:30:00.000Z,40,-58,0.00681000
1998-03-11T23:30:00.000Z,40,-57,0.00681000
1998-03-12T00:30:00.000Z,33,-55,0.00682000
1998-03-12T01:30:00.000Z,33,-52,0.00682000
1998-03-12T02:30:00.000Z,33,-55,0.00682000
1998-03-12T03:30:00.000Z,37,-58,0.00682000
1998-03-12T04:30:00.000Z,37,-60,0.00682000
1998-03-12T05:30:00.000Z,37,-60,0.00682000
1998-03-12T06:30:00.000Z,30,-62,0.00682000
1998-03-12T07:30:00.000Z,30,-62,0.00682000
1998-03-12T08:30:00.000Z,30,-53,0.00682000
1998-03-12T09:30:00.000Z,23,-44,0.00682000
1998-03-12T10:30:00.000Z,23,-39,0.00682000
1998-03-12T11:30:00.000Z,23,-38,0.00682000
1998-03-12T12:30:00.000Z,30,-41,0.00682000
1998-03-12T13:30:00.000Z,30,-39,0.00682000
1998-03-12T14:30:00.000Z,30,-39,0.00682000
1998-03-12T15:30:00.000Z,23,-40,0.00682000
1998-03-12T16:30:00.000Z,23,-38,0.00682000
1998-03-12T17:30:00.000Z,23,-37,0.00682000
1998-03-12T18:30:00.000Z,30,-36,0.00682000
1998-03-12T19:30:00.000Z,30,-35,0.00682000
1998-03-12T20:30:00.000Z,30,-34,0.00682000
1998-03-12T21:30:00.000Z,23,-33,0.00682000
1998-03-12T22:30:00.000Z,23,-39,0.00682000
1998-03-12T23:30:00.000Z,23,-44,0.00682000
1998-03-13T00:30:00.000Z,27,-45,0.00681600
1998-03-13T01:30:00.000Z,27,-43,0.00681600
1998-03-13T02:30:00.000Z,27,-43,0.00681600
1998-03-13T03:30:00.000Z,30,-43,0.00681600
1998-03-13T04:30:00.000Z,30,-44,0.00681600
1998-03-13T05:30:00.000Z,30,-41,0.00681600
1998-03-13T06:30:00.000Z,23,-42,0.00681600
1998-03-13T07:30:00.000Z,23,-39,0.00681600
1998-03-13T08:30:00.000Z,23,-38,0.00681600
1998-03-13T09:30:00.000Z,23,-40,0.00681600
1998-03-13T10:30:00.000Z,23,-38,0.00681600
1998-03-13T11:30:00.000Z,23,-38,0.00681600
1998-03-13T12:30:00.000Z,20,-35,0.00681600
1998-03-13T13:30:00.000Z,20,-36,0.00681600
1998-03-13T14:30:00.000Z,20,-40,0.00681600
1998-03-13T15:30:00.000Z,33,-44,0.00681600
1998-03-13T16:30:00.000Z,33,-42,0.00681600
1998-03-13T17:30:00.000Z,33,-43,0.00681600
1998-03-13T18:30:00.000Z,27,-39,0.00681600
1998-03-13T19:30:00.000Z,27,-38,0.00681600
1998-03-13T20:30:00.000Z,27,-40,0.00681600
1998-03-13T21:30:00.000Z,30,-41,0.00681600
1998-03-13T22:30:00.000Z,30,-46,0.00681600
1998-03-13T23:30:00.000Z,30,-40,0.00681600
1998-03-14T00:30:00.000Z,17,-37,0.00692000
1998-03-14T01:30:00.000Z,17,-39,0.00692000
1998-03-14T02:30:00.000Z,17,-40,0.00692000
1998-03-14T03:30:00.000Z,7,-42,0.00692000
1998-03-14T04:30:00.000Z,7,-40,0.00692000
1998-03-14T05:30:00.000Z,7,-38,0.00692000
1998-03-14T06:30:00.000Z,13,-38,0.00692000
1998-03-14T07:30:00.000Z,13,-33,0.00692000
1998-03-14T08:30:00.000Z,13,-31,0.00692000
1998-03-14T09:30:00.000Z,23,-31,0.00692000
1998-03-14T10:30:00.000Z,23,-29,0.00692000
1998-03-14T11:30:00.000Z,23,-22,0.00692000
1998-03-14T12:30:00.000Z,23,-21,0.00692000
1998-03-14T13:30:00.000Z,23,-23,0.00692000
1998-03-14T14:30:00.000Z,23,-23,0.00692000
1998-03-14T15:30:00.000Z,37,-24,0.00692000
1998-03-14T16:30:00.000Z,37,-27,0.00692000
1998-03-14T17:30:00.000Z,37,-29,0.00692000
1998-03-14T18:30:00.000Z,30,-35,0.00692000
1998-03-14T19:30:00.000Z,30,-41,0.00692000
1998-03-14T20:30:00.000Z,30,-41,0.00692000
1998-03-14T21:30:00.000Z,30,-42,0.00692000
1998-03-14T22:30:00.000Z,30,-40,0.00692000
1998-03-14T23:30:00.000Z,30,-32,0.00692000
1998-03-15T00:30:00.000Z,50,-35,0.00699500
1998-03-15T01:30:00.000Z,50,-46,0.00699500
1998-03-15T02:30:00.000Z,50,-46,0.00699500
1998-03-15T03:30:00.000Z,47,-49,0.00699500
1998-03-15T04:30:00.000Z,47,-52,0.00699500
1998-03-15T05:30:00.000Z,47,-58,0.00699500
1998-03-15T06:30:00.000Z,40,-53,0.00699500
1998-03-15T07:30:00.000Z,40,-45,0.00699500
1998-03-15T08:30:00.000Z,40,-45,0.00699500
1998-03-15T09:30:00.000Z,20,-48,0.00699500
1998-03-15T10:30:00.000Z,20,-49,0.00699500
1998-03-15T11:30:00.000Z,20,-47,0.00699500
1998-03-15T12:30:00.000Z,23,-48,0.00699500
1998-03-15T13:30:00.000Z,23,-51,0.00699500
1998-03-15T14:30:00.000Z,23,-50,0.00699500
1998-03-15T15:30:00.000Z,17,-43,0.00699500
1998-03-15T16:30:00.000Z,17,-38,0.00699500
1998-03-15T17:30:00.000Z,17,-35,0.00699500
1998-03-15T18:30:00.000Z,13,-34,0.00699500
1998-03-15T19:30:00.000Z,13,-33,0.00699500
1998-03-15T20:30:00.000Z,13,-29,0.00699500
1998-03-15T21:30:00.000Z,30,-28,0.00699500
1998-03-15T22:30:00.000Z,30,-32,0.00699500
1998-03-15T23:30:00.000Z,30,-36,0.00699500
1998-03-16T00:30:00.000Z,37,-43,0.00701400
1998-03-16T01:30:00.000Z,37,-41,0.00701400
1998-03-16T02:30:00.000Z,37,-40,0.00701400
1998-03-16T03:30:00.000Z,30,-44,0.00701400
1998-03-16T04:30:00.000Z,30,-45,0.00701400
1998-03-16T05:30:00.000Z,30,-44,0.00701400
1998-03-16T06:30:00.000Z,27,-39,0.00701400
1998-03-16T07:30:00.000Z,27,-35,0.00701400
1998-03-16T08:30:00.000Z,27,-32,0.00701400
1998-03-16T09:30:00.000Z,20,-30,0.00701400
1998-03-16T10:30:00.000Z,20,-30,0.00701400
1998-03-16T11:30:00.000Z,20,-25,0.00701400
1998-03-16T12:30:00.000Z,27,-26,0.00701400
1998-03-16T13:30:00.000Z,27,-30,0.00701400
1998-03-16T14:30:00.000Z,27,-39,0.00701400
1998-03-16T15:30:00.000Z,33,-39,0.00701400
1998-03-16T16:30:00.000Z,33,-38,0.00701400
1998-03-16T17:30:00.000Z,33,-40,0.00701400
1998-03-16T18:30:00.000Z,20,-40,0.00701400
1998-03-16T19:30:00.000Z,20,-37,0.00701400
1998-03-16T20:30:00.000Z,20,-41,0.00701400
1998-03-16T21:30:00.000Z,10,-36,0.00701400
1998-03-16T22:30:00.000Z,10,-33,0.00701400
1998-03-16T23:30:00.000Z,10,-29,0.00701400
1998-03-17T00:30:00.000Z,23,-26,0.00694900
1998-03-17T01:30:00.000Z,23,-29,0.00694900
1998-03-17T02:30:00.000Z,23,-32,0.00694900
1998-03-17T03:30:00.000Z,27,-35,0.00694900
1998-03-17T04:30:00.000Z,27,-37,0.00694900
1998-03-17T05:30:00.000Z,27,-33,0.00694900
1998-03-17T06:30:00.000Z,13,-30,0.00694900
1998-03-17T07:30:00.000Z,13,-24,0.00694900
1998-03-17T08:30:00.000Z,13,-18,0.00694900
1998-03-17T09:30:00.000Z,30,-14,0.00694900
1998-03-17T10:30:00.000Z,30,-15,0.00694900
1998-03-17T11:30:00.000Z,30,-12,0.00694900
1998-03-17T12:30:00.000Z,17,-11,0.00694900
1998-03-17T13:30:00.000Z,17,-11,0.00694900
1998-03-17T14:30:00.000Z,17,-10,0.00694900
1998-03-17T15:30:00.000Z,7,-10,0.00694900
1998-03-17T16:30:00.000Z,7,-12,0.00694900
1998-03-17T17:30:00.000Z,7,-13,0.00694900
1998-03-17T18:30:00.000Z,10,-15,0.00694900
1998-03-17T19:30:00.000Z,10,-19,0.00694900
1998-03-17T20:30:00.000Z,10,-16,0.00694900
1998-03-17T21:30:00.000Z,23,-16,0.00694900
1998-03-17T22:30:00.000Z,23,-22,0.00694900
1998-03-17T23:30:00.000Z,23,-23,0.00694900
1998-03-18T00:30:00.000Z,7,-22,0.00703900
1998-03-18T01:30:00.000Z,7,-22,0.00703900
1998-03-18T02:30:00.000Z,7,-25,0.00703900
1998-03-18T03:30:00.000Z,17,-28,0.00703900
1998-03-18T04:30:00.000Z,17,-28,0.00703900
1998-03-18T05:30:00.000Z,17,-25,0.00703900
1998-03-18T06:30:00.000Z,7,-21,0.00703900
1998-03-18T07:30:00.000Z,7,-19,0.00703900
1998-03-18T08:30:00.000Z,7,-17,0.00703900
1998-03-18T09:30:00.000Z,3,-15,0.00703900
1998-03-18T10:30:00.000Z,3,-14,0.00703900
1998-03-18T11:30:00.000Z,3,-13,0.00703900
1998-03-18T12:30:00.000Z,3,-13,0.00703900
1998-03-18T13:30:00.000Z,3,-14,0.00703900
1998-03-18T14:30:00.000Z,3,-15,0.00703900
1998-03-18T15:30:00.000Z,7,-16,0.00703900
1998-03-18T16:30:00.000Z,7,-16,0.00703900
1998-03-18T17:30:00.000Z,7,-17,0.00703900
1998-03-18T18:30:00.000Z,7,-16,0.00703900
1998-03-18T19:30:00.000Z,7,-17,0.00703900
1998-03-18T20:30:00.000Z,7,-17,0.00703900
1998-03-18T21:30:00.000Z,20,-18,0.00703900
1998-03-18T22:30:00.000Z,20,-19,0.00703900
1998-03-18T23:30:00.000Z,20,-21,0.00703900
1998-03-19T00:30:00.000Z,13,-23,0.00712000
1998-03-19T01:30:00.000Z,13,-22,0.00712000
1998-03-19T02:30:00.000Z,13,-20,0.00712000
1998-03-19T03:30:00.000Z,3,-20,0.00712000
1998-03-19T04:30:00.000Z,3,-20,0.00712000
1998-03-19T05:30:00.000Z,3,-18,0.00712000
1998-03-19T06:30:00.000Z,3,-16,0.00712000
1998-03-19T07:30:00.000Z,3,-15,0.00712000
1998-03-19T08:30:00.000Z,3,-12,0.00712000
1998-03-19T09:30:00.000Z,7,-12,0.00712000
1998-03-19T10:30:00.000Z,7,-12,0.00712000
1998-03-19T11:30:00.000Z,7,-12,0.00712000
1998-03-19T12:30:00.000Z,10,-11,0.00712000
1998-03-19T13:30:00.000Z,10,-11,0.00712000
1998-03-19T14:30:00.000Z,10,-12,0.00712000
1998-03-19T15:30:00.000Z,10,-12,0.00712000
1998-03-19T16:30:00.000Z,10,-9,0.00712000
1998-03-19T17:30:00.000Z,10,-8,0.00712000
1998-03-19T18:30:00.000Z,7,-5,0.00712000
1998-03-19T19:30:00.000Z,7,-5,0.00712000
1998-03-19T20:30:00.000Z,7,-5,0.00712000
1998-03-19T21:30:00.000Z,17,-3,0.00712000
1998-03-19T22:30:00.000Z,17,0,0.00712000
1998-03-19T23:30:00.000Z,17,-4,0.00712000
1998-03-20T00:30:00.000Z,27,-8,0.00712900
1998-03-20T01:30:00.000Z,27,-13,0.00712900
1998-03-20T02:30:00.000Z,27,-13,0.00712900
1998-03-20T03:30:00.000Z,7,-8,0.00712900
1998-03-20T04:30:00.000Z,7,-5,0.00712900
1998-03-20T05:30:00.000Z,7,-3,0.00712900
1998-03-20T06:30:00.000Z,10,-2,0.00712900
1998-03-20T07:30:00.000Z,10,-7,0.00712900
1998-03-20T08:30:00.000Z,10,-4,0.00712900
1998-03-20T09:30:00.000Z,20,-4,0.00712900
1998-03-20T10:30:00.000Z,20,-12,0.00712900
1998-03-20T11:30:00.000Z,20,-11,0.00712900
1998-03-20T12:30:00.000Z,20,-10,0.00712900
1998-03-20T13:30:00.000Z,20,-11,0.00712900
1998-03-20T14:30:00.000Z,20,-12,0.00712900
1998-03-20T15:30:00.000Z,30,-16,0.00712900
1998-03-20T16:30:00.000Z,30,-15,0.00712900
1998-03-20T17:30:00.000Z,30,-16,0.00712900
1998-03-20T18:30:00.000Z,23,-15,0.00712900
1998-03-20T19:30:00.000Z,23,-16,0.00712900
1998-03-20T20:30:00.000Z,23,-22,0.00712900
1998-03-20T21:30:00.000Z,23,-28,0.00712900
1998-03-20T22:30:00.000Z,23,-32,0.00712900
1998-03-20T23:30:00.000Z,23,-32,0.00712900
1998-03-21T00:30:00.000Z,23,-33,0.00724500
1998-03-21T01:30:00.000Z,23,-35,0.00724500
1998-03-21T02:30:00.000Z,23,-32,0.00724500
1998-03-21T03:30:00.000Z,17,-26,0.00724500
1998-03-21T04:30:00.000Z,17,-15,0.00724500
1998-03-21T05:30:00.000Z,17,-13,0.00724500
1998-03-21T06:30:00.000Z,23,-13,0.00724500
1998-03-21T07:30:00.000Z,23,-12,0.00724500
1998-03-21T08:30:00.000Z,23,-9,0.00724500
1998-03-21T09:30:00.000Z,43,-9,0.00724500
1998-03-21T10:30:00.000Z,43,-19,0.00724500
1998-03-21T11:30:00.000Z,43,-34,0.00724500
1998-03-21T12:30:00.000Z,57,-32,0.00724500
1998-03-21T13:30:00.000Z,57,-46,0.00724500
1998-03-21T14:30:00.000Z,57,-71,0.00724500
1998-03-21T15:30:00.000Z,63,-85,0.00724500
1998-03-21T16:30:00.000Z,63,-82,0.00724500
1998-03-21T17:30:00.000Z,63,-65,0.00724500
1998-03-21T18:30:00.000Z,53,-52,0.00724500
1998-03-21T19:30:00.000Z,53,-68,0.00724500
1998-03-21T20:30:00.000Z,53,-63,0.00724500
1998-03-21T21:30:00.000Z,23,-52,0.00724500
1998-03-21T22:30:00.000Z,23,-50,0.00724500
1998-03-21T23:30:00.000Z,23,-45,0.00724500
1998-03-22T00:30:00.000Z,20,-44,0.00720400
1998-03-22T01:30:00.000Z,20,-42,0.00720400
1998-03-22T02:30:00.000Z,20,-39,0.00720400
1998-03-22T03:30:00.000Z,23,-41,0.00720400
1998-03-22T04:30:00.000Z,23,-36,0.00720400
1998-03-22T05:30:00.000Z,23,-33,0.00720400
1998-03-22T06:30:00.000Z,30,-30,0.00720400
1998-03-22T07:30:00.000Z,30,-33,0.00720400
1998-03-22T08:30:00.000Z,30,-38,0.00720400
1998-03-22T09:30:00.000Z,37,-37,0.00720400
1998-03-22T10:30:00.000Z,37,-37,0.00720400
1998-03-22T11:30:00.000Z,37,-36,0.00720400
1998-03-22T12:30:00.000Z,27,-33,0.00720400
1998-03-22T13:30:00.000Z,27,-32,0.00720400
1998-03-22T14:30:00.000Z,27,-29,0.00720400
1998-03-22T15:30:00.000Z,33,-29,0.00720400
1998-03-22T16:30:00.000Z,33,-34,0.00720400
1998-03-22T17:30:00.000Z,33,-36,0.00720400
1998-03-22T18:30:00.000Z,27,-33,0.00720400
1998-03-22T19:30:00.000Z,27,-32,0.00720400
1998-03-22T20:30:00.000Z,27,-26,0.00720400
1998-03-22T21:30:00.000Z,10,-24,0.00720400
1998-03-22T22:30:00.000Z,10,-25,0.00720400
1998-03-22T23:30:00.000Z,10,-26,0.00720400
1998-03-23T00:30:00.000Z,27,-29,0.00714200
1998-03-23T01:30:00.000Z,27,-31,0.00714200
1998-03-23T02:30:00.000Z,27,-30,0.00714200
1998-03-23T03:30:00.000Z,27,-30,0.00714200
1998-03-23T04:30:00.000Z,27,-23,0.00714200
1998-03-23T05:30:00.000Z,27,-18,0.00714200
1998-03-23T06:30:00.000Z,7,-16,0.00714200
1998-03-23T07:30:00.000Z,7,-15,0.00714200
1998-03-23T08:30:00.000Z,7,-13,0.00714200
1998-03-23T09:30:00.000Z,3,-11,0.00714200
1998-03-23T10:30:00.000Z,3,-12,0.00714200
1998-03-23T11:30:00.000Z,3,-12,0.00714200
1998-03-23T12:30:00.000Z,7,-15,0.00714200
1998-03-23T13:30:00.000Z,7,-19,0.00714200
1998-03-23T14:30:00.000Z,7,-22,0.00714200
1998-03-23T15:30:00.000Z,7,-23,0.00714200
1998-03-23T16:30:00.000Z,7,-21,0.00714200
1998-03-23T17:30:00.000Z,7,-21,0.00714200
1998-03-23T18:30:00.000Z,7,-21,0.00714200
1998-03-23T19:30:00.000Z,7,-20,0.00714200
1998-03-23T20:30:00.000Z,7,-17,0.00714200
1998-03-23T21:30:00.000Z,17,-18,0.00714200
1998-03-23T22:30:00.000Z,17,-19,0.00714200
1998-03-23T23:30:00.000Z,17,-19,0.00714200
1998-03-24T00:30:00.000Z,3,-18,0.00719500
1998-03-24T01:30:00.000Z,3,-19,0.00719500
1998-03-24T02:30:00.000Z,3,-19,0.00719500
1998-03-24T03:30:00.000Z,7,-15,0.00719500
1998-03-24T04:30:00.000Z,7,-12,0.00719500
1998-03-24T05:30:00.000Z,7,-9,0.00719500
1998-03-24T06:30:00.000Z,20,-10,0.00719500
1998-03-24T07:30:00.000Z,20,-9,0.00719500
1998-03-24T08:30:00.000Z,20,-3,0.00719500
1998-03-24T09:30:00.000Z,17,1,0.00719500
1998-03-24T10:30:00.000Z,17,2,0.00719500
1998-03-24T11:30:00.000Z,17,-2,0.00719500
1998-03-24T12:30:00.000Z,23,-5,0.00719500
1998-03-24T13:30:00.000Z,23,-12,0.00719500
1998-03-24T14:30:00.000Z,23,-17,0.00719500
1998-03-24T15:30:00.000Z,13,-15,0.00719500
1998-03-24T16:30:00.000Z,13,-16,0.00719500
1998-03-24T17:30:00.000Z,13,-20,0.00719500
